GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
1080,24,28,2,8,3,8
750,63,109,2,8,5,8
930,108,21,2,8,5,8
1080,107,62,2,8,5,8
1200,31,49,2,8,5,8
1080,109,24,2,9,3,9
750,47,28,2,9,5,9
750,107,63,2,9,5,9
930,49,62,2,9,5,9
1080,13,108,2,9,5,9
1200,21,31,2,9,5,9
750,31,47,2,10,5,10
750,109,107,2,10,5,10
930,63,28,2,10,5,10
930,21,24,2,10,5,10
1200,49,108,2,10,5,10
750,108,24,2,11,5,11
750,63,13,2,11,5,11
930,28,21,2,11,5,11
1200,31,107,2,11,5,11
1080,24,62,2,12,3,12
750,13,47,2,12,5,12
1080,108,107,2,12,5,12
930,63,49,2,12,5,12
930,31,62,3,2,5,2
750,47,21,3,3,5,3
750,63,24,3,3,5,3
930,13,28,3,3,5,3
930,31,108,3,3,5,3
1080,107,109,3,3,5,3
750,109,47,3,4,5,4
750,21,13,3,4,5,4
930,107,24,3,4,5,4
930,63,62,3,4,5,4
1200,108,28,3,4,5,4
750,24,108,3,5,5,5
750,21,109,3,5,5,5
930,47,107,3,5,5,5
930,13,62,3,5,5,5
1080,28,31,3,5,5,5
1200,49,63,3,5,5,5
1080,62,47,3,6,3,6
750,49,24,3,6,5,6
930,109,28,3,6,5,6
1200,21,107,3,6,5,6
1080,13,109,3,7,3,7
750,24,31,3,7,5,7
930,63,21,3,7,5,7
1200,28,49,3,7,5,7
1080,108,62,3,7,5,7
1080,62,107,3,8,3,8
750,109,63,3,8,5,8
930,47,108,3,8,5,8
1200,49,31,3,8,5,8
1080,28,47,3,9,3,9
750,24,109,3,9,5,9
930,62,49,3,9,5,9
1080,108,13,3,9,5,9
1200,31,21,3,9,5,9
750,31,13,3,10,5,10
750,24,21,3,10,5,10
930,28,63,3,10,5,10
1200,108,49,3,10,5,10
750,109,49,3,11,5,11
750,13,63,3,11,5,11
930,21,28,3,11,5,11
1200,107,31,3,11,5,11
1080,47,13,3,12,3,12
750,62,24,3,12,5,12
930,107,108,3,12,5,12
750,63,47,3,13,5,13
930,49,107,3,13,5,13
750,21,47,4,2,5,2
750,24,63,4,3,5,3
930,28,13,4,3,5,3
930,108,31,4,3,5,3
1080,21,49,4,3,5,3
750,47,109,4,4,5,4
750,13,21,4,4,5,4
930,24,107,4,4,5,4
1080,62,63,4,4,5,4
1200,49,28,4,4,5,4
750,108,24,4,5,5,5
750,109,21,4,5,5,5
930,107,47,4,5,5,5
1080,62,13,4,5,5,5
1200,31,28,4,5,5,5
930,62,31,4,6,5,6
1080,107,21,4,6,3,6
750,24,49,4,6,5,6
930,28,109,4,6,5,6
1200,63,108,4,6,5,6
1080,109,13,4,7,3,7
750,31,24,4,7,5,7
750,28,62,4,7,5,7
930,21,63,4,7,5,7
930,107,49,4,7,5,7
1200,31,49,4,8,5,8
1080,21,31,4,9,3,9
750,47,28,4,9,5,9
930,49,62,4,9,5,9
1080,13,108,4,9,5,9
1200,109,24,4,9,5,9
750,109,31,4,10,5,10
750,13,107,4,10,5,10
930,63,28,4,10,5,10
930,47,24,4,10,5,10
1200,49,108,4,10,5,10
750,63,13,4,11,5,11
930,28,21,4,11,5,11
1080,31,107,4,11,5,11
1200,49,109,4,11,5,11
1200,62,108,4,11,5,11
1080,24,62,4,12,3,12
750,13,47,4,12,5,12
1080,108,107,4,12,5,12
750,47,63,4,13,5,13
1080,28,107,5,2,5,2
930,13,28,5,3,5,3
930,31,108,5,3,5,3
1080,49,21,5,3,5,3
1200,63,47,5,3,5,3
750,109,47,5,4,5,4
750,21,13,5,4,5,4
930,107,24,5,4,5,4
930,63,62,5,4,5,4
750,21,109,5,5,5,5
930,47,107,5,5,5,5
930,13,24,5,5,5,5
1080,62,28,5,5,5,5
1200,63,31,5,5,5,5
930,31,62,5,6,5,6
750,47,21,5,6,5,6
1080,49,24,5,6,3,6
930,109,28,5,6,5,6
1200,108,63,5,6,5,6
1080,13,109,5,7,3,7
750,24,31,5,7,5,7
930,63,21,5,7,5,7
1200,28,49,5,7,5,7
1200,108,62,5,7,5,7
750,24,108,5,8,5,8
1080,62,107,5,8,3,8
750,109,63,5,8,5,8
1200,49,31,5,8,5,8
1080,28,47,5,9,3,9
750,24,109,5,9,5,9
930,62,49,5,9,5,9
1080,108,13,5,9,5,9
1200,31,21,5,9,5,9
750,107,13,5,10,5,10
750,24,47,5,10,5,10
930,28,63,5,10,5,10
930,21,62,5,10,5,10
1080,31,109,5,10,5,10
1200,108,49,5,10,5,10
750,47,49,5,11,5,11
750,13,63,5,11,5,11
930,21,28,5,11,5,11
1080,109,108,5,11,5,11
1200,107,31,5,11,5,11
1080,47,13,5,12,3,12
750,62,24,5,12,5,12
930,107,108,5,12,5,12
930,49,107,5,13,5,13
750,108,24,6,2,5,2
750,21,47,6,2,5,2
930,62,31,6,2,5,2
1200,107,28,6,2,5,2
930,28,13,6,3,5,3
930,108,31,6,3,5,3
1080,49,47,6,3,5,3
750,47,109,6,4,5,4
750,13,21,6,4,5,4
930,24,107,6,4,5,4
1080,62,63,6,4,5,4
750,109,21,6,5,5,5
930,107,47,6,5,5,5
1080,13,49,6,5,5,5
1080,31,63,6,5,5,5
1200,28,24,6,5,5,5
930,62,108,6,5,5,5
1080,62,21,6,6,3,6
750,47,63,6,6,5,6
750,24,49,6,6,5,6
930,28,109,6,6,5,6
1080,109,13,6,7,3,7
750,31,24,6,7,5,7
750,49,28,6,7,5,7
930,21,63,6,7,5,7
1080,24,13,6,8,3,8
750,63,109,6,8,5,8
930,107,62,6,8,5,8
1080,31,49,6,8,5,8
1200,21,108,6,8,5,8
1080,21,31,6,9,3,9
750,47,28,6,9,5,9
750,63,107,6,9,5,9
930,49,62,6,9,5,9
1080,13,108,6,9,5,9
1200,109,24,6,9,5,9
750,47,31,6,10,5,10
750,109,62,6,10,5,10
930,63,28,6,10,5,10
1200,49,108,6,10,5,10
750,63,13,6,11,5,11
930,28,21,6,11,5,11
1080,31,107,6,11,5,11
1200,108,109,6,11,5,11
1080,24,62,6,12,3,12
750,13,47,6,12,5,12
1080,108,107,6,12,5,12
930,107,49,6,13,5,13
930,31,62,7,2,5,2
1200,49,13,7,2,5,2
750,47,21,7,3,5,3
930,13,28,7,3,5,3
930,31,108,7,3,5,3
1080,109,107,7,3,5,3
750,109,47,7,4,5,4
750,21,13,7,4,5,4
930,107,24,7,4,5,4
930,63,62,7,4,5,4
750,24,108,7,5,5,5
750,21,109,7,5,5,5
930,28,49,7,5,5,5
1080,47,107,7,5,5,5
1200,13,31,7,5,5,5
1080,49,24,7,6,3,6
930,109,28,7,6,5,6
1200,107,63,7,6,5,6
750,108,62,7,6,5,6
1080,13,109,7,7,3,7
750,24,31,7,7,5,7
930,63,21,7,7,5,7
1200,28,108,7,7,5,7
930,49,107,7,7,5,7
1080,62,107,7,8,3,8
750,109,63,7,8,5,8
930,108,21,7,8,5,8
1080,24,28,7,8,5,8
1200,49,31,7,8,5,8
1080,28,47,7,9,3,9
750,24,109,7,9,5,9
930,62,49,7,9,5,9
1080,108,13,7,9,5,9
1200,31,21,7,9,5,9
750,31,47,7,10,5,10
930,28,63,7,10,5,10
930,21,24,7,10,5,10
1080,62,109,7,10,5,10
1200,108,49,7,10,5,10
750,47,62,7,11,5,11
750,13,63,7,11,5,11
930,21,28,7,11,5,11
1200,107,31,7,11,5,11
1080,47,13,7,12,3,12
750,62,24,7,12,5,12
930,107,108,7,12,5,12
1200,63,49,7,12,5,12
750,63,47,7,13,5,13
930,62,31,8,2,5,2
930,107,49,8,3,5,3
750,21,47,8,3,5,3
930,28,13,8,3,5,3
930,108,31,8,3,5,3
1080,63,24,8,3,5,3
750,47,109,8,4,5,4
750,13,21,8,4,5,4
930,24,107,8,4,5,4
1080,62,63,8,4,5,4
1200,108,28,8,4,5,4
750,108,24,8,5,5,5
750,109,21,8,5,5,5
930,107,47,8,5,5,5
1080,49,63,8,5,5,5
1080,28,31,8,5,5,5
1080,21,107,8,6,3,6
750,24,49,8,6,5,6
930,28,109,8,6,5,6
1080,31,13,8,6,5,6
1200,62,47,8,6,5,6
1080,109,13,8,7,3,7
750,31,24,8,7,5,7
750,49,28,8,7,5,7
930,21,63,8,7,5,7
1080,47,108,8,8,3,8
750,63,109,8,8,5,8
930,107,62,8,8,5,8
1080,31,49,8,8,5,8
1200,24,21,8,8,5,8
1080,21,31,8,9,3,9
750,47,28,8,9,5,9
930,49,62,8,9,5,9
1080,13,108,8,9,5,9
1200,109,24,8,9,5,9
750,107,109,8,10,5,10
750,13,62,8,10,5,10
930,63,28,8,10,5,10
1200,49,108,8,10,5,10
750,63,13,8,11,5,11
930,28,21,8,11,5,11
1080,31,107,8,11,5,11
1080,24,62,8,12,3,12
750,13,47,8,12,5,12
1080,108,107,8,12,5,12
1200,109,49,8,12,5,12
750,47,63,8,13,5,13
1200,62,108,8,13,5,13
930,13,28,9,3,5,3
930,31,108,9,3,5,3
1080,21,49,9,3,5,3
750,63,47,9,3,5,3
750,109,47,9,4,5,4
750,21,13,9,4,5,4
930,107,24,9,4,5,4
930,63,62,9,4,5,4
1080,31,28,9,4,5,4
750,21,109,9,5,5,5
930,28,62,9,5,5,5
1080,47,107,9,5,5,5
1200,24,63,9,5,5,5
930,31,62,9,6,5,6
1080,49,24,9,6,3,6
930,109,28,9,6,5,6
1080,13,107,9,6,5,6
1200,63,108,9,6,5,6
1080,13,109,9,7,3,7
750,24,31,9,7,5,7
930,63,21,9,7,5,7
1200,28,49,9,7,5,7
750,47,21,9,8,5,8
750,24,108,9,8,5,8
1080,62,107,9,8,3,8
750,109,63,9,8,5,8
1200,49,31,9,8,5,8
1080,28,47,9,9,3,9
750,24,109,9,9,5,9
930,62,49,9,9,5,9
1080,108,13,9,9,5,9
1200,31,21,9,9,5,9
750,47,24,9,10,5,10
930,28,63,9,10,5,10
930,107,21,9,10,5,10
1080,62,13,9,10,5,10
1200,108,49,9,10,5,10
750,108,47,9,11,5,11
750,13,63,9,11,5,11
930,21,28,9,11,5,11
1080,49,109,9,11,5,11
1200,107,31,9,11,5,11
1080,47,13,9,12,3,12
750,62,24,9,12,5,12
930,107,108,9,12,5,12
1080,109,31,9,12,5,12
930,49,107,9,13,5,13
1200,108,62,9,13,5,13
750,108,24,0,2,5,2
930,62,31,0,2,5,2
930,28,13,0,3,5,3
930,108,31,0,3,5,3
1080,49,21,0,3,5,3
750,47,63,0,3,5,3
750,47,109,0,4,5,4
750,13,21,0,4,5,4
930,24,107,0,4,5,4
1080,62,63,0,4,5,4
1200,49,28,0,4,5,4
750,109,21,0,5,5,5
930,107,47,0,5,5,5
1080,108,63,0,5,5,5
1080,62,28,0,5,5,5
1080,107,13,0,6,3,6
750,24,49,0,6,5,6
930,28,109,0,6,5,6
1080,21,62,0,6,5,6
1080,109,13,0,7,3,7
750,31,24,0,7,5,7
750,47,49,0,7,5,7
930,21,63,0,7,5,7
1080,28,107,0,7,5,7
1080,24,47,0,8,3,8
750,63,109,0,8,5,8
930,107,62,0,8,5,8
1080,31,49,0,8,5,8
1080,21,31,0,9,3,9
750,47,28,0,9,5,9
930,49,62,0,9,5,9
1080,13,108,0,9,5,9
1200,109,24,0,9,5,9
750,21,47,0,10,5,10
750,31,109,0,10,5,10
750,13,24,0,10,5,10
930,63,28,0,10,5,10
1200,49,108,0,10,5,10
750,63,13,0,11,5,11
930,28,21,0,11,5,11
1080,31,107,0,11,5,11
1200,109,108,0,11,5,11
1080,24,62,0,12,3,12
750,13,47,0,12,5,12
1080,108,107,0,12,5,12
1200,63,31,0,12,5,12
930,107,49,0,13,5,13
1200,62,108,0,13,5,13
